Level,Series ref: CPIQ,Description,Quarter,Weight,Index number
All groups,SE9A,All groups CPI,2008Q4,100,874.3882545
Group,SE901,Food,2008Q4,18.57,889.8176292
Group,SE902,Alcoholic beverages and tobacco,2008Q4,6.81,680.7039598
Group,SE903,Clothing and footwear,2008Q4,4.45,1004.008016
Group,SE904,Housing and household utilities,2008Q4,22.98,783.3333333
Group,SE905,Household contents and services,2008Q4,5.27,1012.948207
Group,SE906,Health,2008Q4,5.13,788.0642693
Group,SE907,Transport,2008Q4,15.1,935.5742297
Group,SE908,Communication,2008Q4,3.13,1390.381895
Group,SE909,Recreation and culture,2008Q4,9.66,1068.205666
Group,SE910,Education,2008Q4,1.76,706.3326374
Group,SE911,Miscellaneous goods and services,2008Q4,7.13,836.0655738
Subgroup,SE9011,Fruit and vegetables,2008Q4,2.56,799.6070727
Subgroup,SE9012,"Meat, poultry, and fish",2008Q4,3.21,950.310559
Subgroup,SE9013,Grocery food,2008Q4,7.15,943.8202247
Subgroup,SE9014,Non-alcoholic beverages,2008Q4,1.84,858.2554517
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2008Q4,3.81,835.8098068
Subgroup,SE9021,Alcoholic beverages,2008Q4,4.68,911.8387909
Subgroup,SE9022,Cigarettes and tobacco,2008Q4,2.12,395.3061973
Subgroup,SE9031,Clothing,2008Q4,3.65,1002.979146
Subgroup,SE9032,Footwear,2008Q4,0.8,1006.25
Subgroup,SE9041,Actual rentals for housing,2008Q4,7.86,845.1816746
Subgroup,SE9042,Home ownership,2008Q4,5.51,720.7667732
Subgroup,SE9043,Property maintenance,2008Q4,2.67,795.1977401
Subgroup,SE9044,Property rates and related services,2008Q4,2.81,694.9345475
Subgroup,SE9045,Household energy,2008Q4,4.15,781.9748178
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2008Q4,1.92,1017.276423
Subgroup,SE9052,Household textiles,2008Q4,0.44,984.4357977
Subgroup,SE9053,Household appliances,2008Q4,1.17,1070.526316
Subgroup,SE9054,"Glassware, tableware, and household utensils",2008Q4,0.3,1001.998002
Subgroup,SE9055,Tools and equipment for house and garden,2008Q4,0.54,944.741533
Subgroup,SE9056,Other household supplies and services,2008Q4,0.89,1000.966184
Subgroup,SE9061,"Medical products, appliances, and equipment",2008Q4,0.98,877.2102161
Subgroup,SE9062,Out-patient services,2008Q4,3.34,763.1578947
Subgroup,SE9063,Hospital services,2008Q4,0.82,774.9510763
Subgroup,SE9071,Purchase of vehicles,2008Q4,3.83,910.15625
Subgroup,SE9072,Private transport supplies and services,2008Q4,8.14,890.3743316
Subgroup,SE9073,Passenger transport services,2008Q4,3.13,1126.746507
Subgroup,SE9081,Postal services,2008Q4,0.17,738.3798141
Subgroup,SE9082,Telecommunication equipment,2008Q4,0.18,6821.428571
Subgroup,SE9083,Telecommunication services,2008Q4,2.78,1321.428571
Subgroup,SE9091,Audio-visual and computing equipment,2008Q4,1.64,2737.704918
Subgroup,SE9092,Major recreational and cultural equipment,2008Q4,0.37,876.1354253
Subgroup,SE9093,Other recreational equipment and supplies,2008Q4,2.07,959.9254427
Subgroup,SE9094,Recreational and cultural services,2008Q4,2.41,838.4554768
Subgroup,SE9095,"Newspapers, books, and stationery",2008Q4,1.4,828.7572254
Subgroup,SE9096,Accommodation services,2008Q4,0.67,899.3610224
Subgroup,SE9097,Package holidays,2008Q4,1.1,1299.603175
Subgroup,SE9101,Early childhood education,2008Q4,0.25,757.6099211
Subgroup,SE9102,Primary and secondary education,2008Q4,0.66,696.3736939
Subgroup,SE9103,Tertiary and other post school education,2008Q4,0.83,697.6744186
Subgroup,SE9104,Other education,2008Q4,0.03,602.4096386
Subgroup,SE9111,Personal care,2008Q4,2.33,967.6823638
Subgroup,SE9113,Personal effects,2008Q4,0.48,841.7582418
Subgroup,SE9114,Insurance,2008Q4,1.88,745.1923077
Subgroup,SE9115,Credit services,2008Q4,0.61,1067.741935
Subgroup,SE9116,Other miscellaneous services,2008Q4,1.83,739.2784207
Class,SE901101,Fruit,2008Q4,1.06,882.1268418
Class,SE901102,Vegetables,2008Q4,1.5,750.8327781
Class,SE901201,Meat and poultry,2008Q4,2.77,970.2194357
Class,SE901202,Fish and other seafood,2008Q4,0.45,850.1506024
Class,SE901301,Bread and cereals,2008Q4,2.11,1025.380711
Class,SE901302,"Milk, cheese, and eggs",2008Q4,1.89,926.0400616
Class,SE901303,Oils and fats,2008Q4,0.32,905.1144011
Class,SE901304,Food additives and condiments,2008Q4,0.45,915.682968
Class,SE901305,"Confectionery, nuts, and snacks",2008Q4,1.66,906.4
Class,SE901306,Other grocery food,2008Q4,0.72,894.4399678
Class,SE901401,"Coffee, tea, and other hot drinks",2008Q4,0.35,902.4199844
Class,SE901402,"Soft drinks, waters, and juices",2008Q4,1.48,848.791894
Class,SE901501,Restaurant meals,2008Q4,1.54,832.5757576
Class,SE901502,Ready-to-eat food,2008Q4,2.27,836.9883041
Class,SE902101,Beer,2008Q4,1.87,833.3333333
Class,SE902102,Wine,2008Q4,1.57,1039.57529
Class,SE902103,Spirits and liqueurs,2008Q4,1.24,891.5662651
Class,SE902200,Cigarettes and tobacco,2008Q4,2.12,395.3061973
Class,SE903102,Men's clothing,2008Q4,0.93,1084.582441
Class,SE903103,Women's clothing,2008Q4,1.88,989.1732283
Class,SE903104,Children's and infants' clothing,2008Q4,0.56,982.3874755
Class,SE903105,Clothing accessories,2008Q4,0.13,1019.527235
Class,SE903106,Knitting and sewing supplies,2008Q4,0.07,914.5454545
Class,SE903107,Clothing services,2008Q4,0.09,775.9526938
Class,SE903202,Men's footwear,2008Q4,0.21,1103.241297
Class,SE903203,Women's footwear,2008Q4,0.5,992.0318725
Class,SE903204,Children's and infants' footwear,2008Q4,0.09,956.8273092
Class,SE904101,Actual rentals for housing,2008Q4,7.86,845.1816746
Class,SE904201,Purchase of new housing,2008Q4,5.51,720.7667732
Class,SE904301,Property maintenance materials,2008Q4,0.68,825.5287009
Class,SE904302,Property maintenance services,2008Q4,1.98,788.7811634
Class,SE904401,Water supply,2008Q4,0.25,781.9843342
Class,SE904402,Refuse disposal and recycling,2008Q4,0.13,714.8634985
Class,SE904403,Local authority rates and payments,2008Q4,2.43,682.638106
Class,SE904501,Electricity,2008Q4,3.61,773.0263158
Class,SE904502,Gas,2008Q4,0.42,875.5186722
Class,SE904503,Solid fuels,2008Q4,0.11,765.7266811
Class,SE905101,Furniture and furnishings,2008Q4,1.44,1076.508621
Class,SE905102,Carpets and other floor coverings,2008Q4,0.49,875.432526
Class,SE905200,Household textiles,2008Q4,0.44,984.4357977
Class,SE905301,Major household appliances,2008Q4,0.94,1075.327511
Class,SE905302,Small electrical household appliances,2008Q4,0.12,1177.362894
Class,SE905303,Repair and hire of household appliances,2008Q4,0.11,883.4951456
Class,SE905400,"Glassware, tableware, and household utensils",2008Q4,0.3,1001.998002
Class,SE905501,Major tools and equipment for the house and garden,2008Q4,0.25,911.9217082
Class,SE905502,Small tools and accessories for the house and garden,2008Q4,0.29,974.8878924
Class,SE905601,Cleaning products and other household supplies,2008Q4,0.67,1080.679406
Class,SE905602,Other household services,2008Q4,0.22,795.4545455
Class,SE906101,Pharmaceutical products,2008Q4,0.61,829.6370968
Class,SE906102,Other medical products,2008Q4,0.03,901.1925043
Class,SE906103,Therapeutic appliances and equipment,2008Q4,0.34,973.7582006
Class,SE906201,Medical services,2008Q4,1.99,773.6280488
Class,SE906202,Dental services,2008Q4,0.95,757.2751323
Class,SE906203,Paramedical services,2008Q4,0.41,742.8355958
Class,SE906300,Hospital services,2008Q4,0.82,774.9510763
Class,SE907101,Purchase of new motor cars,2008Q4,1.38,1040.4814
Class,SE907102,Purchase of second-hand motor cars,2008Q4,2.19,824.5931284
Class,SE907103,Purchase of motorcycles,2008Q4,0.19,1034.006376
Class,SE907104,Purchase of bicycles,2008Q4,0.07,1245.398773
Class,SE907201,Vehicle parts and accessories,2008Q4,0.76,858.5780526
Class,SE907202,Petrol,2008Q4,4.4,835.7142857
Class,SE907203,Other vehicle fuels and lubricants,2008Q4,0.45,1027.466938
Class,SE907204,Vehicle servicing and repairs,2008Q4,1.37,816.5810712
Class,SE907205,Other private transport services,2008Q4,1.16,1225.879682
Class,SE907301,Rail passenger transport,2008Q4,0.08,760.3972688
Class,SE907302,Road passenger transport,2008Q4,0.44,844.8145344
Class,SE907303,Domestic air transport,2008Q4,0.67,968.2692308
Class,SE907304,International air transport,2008Q4,1.84,1356.898518
Class,SE907305,Sea passenger transport,2008Q4,0.1,925.8943782
Class,SE908100,Postal services,2008Q4,0.17,738.3798141
Class,SE908200,Telecommunication equipment,2008Q4,0.18,6821.428571
Class,SE908300,Telecommunication services,2008Q4,2.78,1321.428571
Class,SE909101,Audio-visual equipment,2008Q4,0.88,3944.444444
Class,SE909102,Computing equipment,2008Q4,0.41,2480.286738
Class,SE909103,Recording media,2008Q4,0.35,1300.287356
Class,SE909200,Major recreational and cultural equipment,2008Q4,0.37,876.1354253
Class,SE909301,"Games, toys, and hobbies",2008Q4,0.51,1270.083102
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2008Q4,0.45,1089.207048
Class,SE909303,"Plants, flowers, and gardening supplies",2008Q4,0.53,883.3467418
Class,SE909304,Pet-related products,2008Q4,0.57,769.176136
Class,SE909401,Recreational and sporting services,2008Q4,0.96,838.78327
Class,SE909402,Cultural services,2008Q4,1.22,846.6611707
Class,SE909403,Veterinary services,2008Q4,0.23,804.3175487
Class,SE909501,Books,2008Q4,0.43,1015.397776
Class,SE909502,Newspapers and magazines,2008Q4,0.67,708.3073079
Class,SE909504,Stationery and drawing materials,2008Q4,0.29,881.1023622
Class,SE909600,Accommodation services,2008Q4,0.67,899.3610224
Class,SE909700,Package holidays,2008Q4,1.1,1299.603175
Class,SE910100,Early childhood education,2008Q4,0.25,757.6099211
Class,SE910200,Primary and secondary education,2008Q4,0.66,696.3736939
Class,SE910300,Tertiary and other post school education,2008Q4,0.83,697.6744186
Class,SE910400,Other education,2008Q4,0.03,602.4096386
Class,SE911101,Hairdressing and personal grooming services,2008Q4,0.75,821.8475073
Class,SE911102,Electrical appliances for personal care,2008Q4,0.06,1042.253521
Class,SE911103,"Other appliances, articles, and products for personal care",2008Q4,1.52,1051.652893
Class,SE911301,Jewellery and watches,2008Q4,0.36,762.2291022
Class,SE911302,Other personal effects,2008Q4,0.12,1082.162162
Class,SE911401,Life insurance,2008Q4,0.85,924.7985676
Class,SE911402,Dwelling insurance,2008Q4,0.14,363.2676709
Class,SE911403,Contents insurance,2008Q4,0.24,743.1506849
Class,SE911404,Health insurance,2008Q4,0.23,529.7882816
Class,SE911405,Vehicle insurance,2008Q4,0.42,914.6341463
Class,SE911501,Credit services,2008Q4,0.61,1067.741935
Class,SE911601,Vocational services,2008Q4,0.24,820.861678
Class,SE911602,Professional services,2008Q4,0.24,652.7777778
Class,SE911603,Real estate services,2008Q4,1.04,682.8165375
Class,SE911604,Other miscellaneous services not elsewhere classified,2008Q4,0.31,847.3722102
All groups,SE9A,All groups CPI,2009Q1,100,876.8352365
Group,SE901,Food,2009Q1,18.74,900.4559271
Group,SE902,Alcoholic beverages and tobacco,2009Q1,6.91,693.27467
Group,SE903,Clothing and footwear,2009Q1,4.42,1000
Group,SE904,Housing and household utilities,2009Q1,22.97,785.4166667
Group,SE905,Household contents and services,2009Q1,5.27,1014.940239
Group,SE906,Health,2009Q1,5.16,794.1851568
Group,SE907,Transport,2009Q1,14.83,921.5686275
Group,SE908,Communication,2009Q1,3.12,1388.967468
Group,SE909,Recreation and culture,2009Q1,9.58,1061.909759
Group,SE910,Education,2009Q1,1.83,736.2560891
Group,SE911,Miscellaneous goods and services,2009Q1,7.18,843.871975
Subgroup,SE9011,Fruit and vegetables,2009Q1,2.54,796.3326785
Subgroup,SE9012,"Meat, poultry, and fish",2009Q1,3.23,958.8509317
Subgroup,SE9013,Grocery food,2009Q1,7.23,957.4638844
Subgroup,SE9014,Non-alcoholic beverages,2009Q1,1.9,888.6292835
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2009Q1,3.84,843.9821694
Subgroup,SE9021,Alcoholic beverages,2009Q1,4.7,917.7162049
Subgroup,SE9022,Cigarettes and tobacco,2009Q1,2.21,412.1745508
Subgroup,SE9031,Clothing,2009Q1,3.62,997.020854
Subgroup,SE9032,Footwear,2009Q1,0.8,1004.166667
Subgroup,SE9041,Actual rentals for housing,2009Q1,7.86,847.5513428
Subgroup,SE9042,Home ownership,2009Q1,5.49,720.7667732
Subgroup,SE9043,Property maintenance,2009Q1,2.66,796.6101695
Subgroup,SE9044,Property rates and related services,2009Q1,2.8,695.5036995
Subgroup,SE9045,Household energy,2009Q1,4.15,785.2882704
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2009Q1,1.92,1018.292683
Subgroup,SE9052,Household textiles,2009Q1,0.44,975.6809339
Subgroup,SE9053,Household appliances,2009Q1,1.16,1066.315789
Subgroup,SE9054,"Glassware, tableware, and household utensils",2009Q1,0.29,964.035964
Subgroup,SE9055,Tools and equipment for house and garden,2009Q1,0.56,976.8270945
Subgroup,SE9056,Other household supplies and services,2009Q1,0.9,1014.492754
Subgroup,SE9061,"Medical products, appliances, and equipment",2009Q1,0.99,887.0333988
Subgroup,SE9062,Out-patient services,2009Q1,3.36,769.7368421
Subgroup,SE9063,Hospital services,2009Q1,0.81,774.2987606
Subgroup,SE9071,Purchase of vehicles,2009Q1,3.95,941.40625
Subgroup,SE9072,Private transport supplies and services,2009Q1,8.07,885.026738
Subgroup,SE9073,Passenger transport services,2009Q1,2.81,1013.972056
Subgroup,SE9081,Postal services,2009Q1,0.16,738.3798141
Subgroup,SE9082,Telecommunication equipment,2009Q1,0.18,6761.904762
Subgroup,SE9083,Telecommunication services,2009Q1,2.77,1321.428571
Subgroup,SE9091,Audio-visual and computing equipment,2009Q1,1.61,2700.819672
Subgroup,SE9092,Major recreational and cultural equipment,2009Q1,0.38,903.3856317
Subgroup,SE9093,Other recreational equipment and supplies,2009Q1,2.09,972.972973
Subgroup,SE9094,Recreational and cultural services,2009Q1,2.41,840.0315209
Subgroup,SE9095,"Newspapers, books, and stationery",2009Q1,1.38,820.0867052
Subgroup,SE9096,Accommodation services,2009Q1,0.69,916.9329073
Subgroup,SE9097,Package holidays,2009Q1,1.02,1213.293651
Subgroup,SE9101,Early childhood education,2009Q1,0.25,768.8838782
Subgroup,SE9102,Primary and secondary education,2009Q1,0.68,730.1782422
Subgroup,SE9103,Tertiary and other post school education,2009Q1,0.86,728.2392027
Subgroup,SE9104,Other education,2009Q1,0.04,634.3373494
Subgroup,SE9111,Personal care,2009Q1,2.34,975.9926131
Subgroup,SE9113,Personal effects,2009Q1,0.49,864.4688645
Subgroup,SE9114,Insurance,2009Q1,1.9,757.5549451
Subgroup,SE9115,Credit services,2009Q1,0.61,1074.193548
Subgroup,SE9116,Other miscellaneous services,2009Q1,1.82,738.5976855
Class,SE901101,Fruit,2009Q1,1.13,942.9852659
Class,SE901102,Vegetables,2009Q1,1.41,709.526982
Class,SE901201,Meat and poultry,2009Q1,2.78,976.4890282
Class,SE901202,Fish and other seafood,2009Q1,0.46,873.4939759
Class,SE901301,Bread and cereals,2009Q1,2.16,1051.607445
Class,SE901302,"Milk, cheese, and eggs",2009Q1,1.87,921.4175655
Class,SE901303,Oils and fats,2009Q1,0.33,922.6110363
Class,SE901304,Food additives and condiments,2009Q1,0.46,948.5666105
Class,SE901305,"Confectionery, nuts, and snacks",2009Q1,1.67,917.6
Class,SE901306,Other grocery food,2009Q1,0.73,912.1676068
Class,SE901401,"Coffee, tea, and other hot drinks",2009Q1,0.37,938.3294301
Class,SE901402,"Soft drinks, waters, and juices",2009Q1,1.53,878.4099766
Class,SE901501,Restaurant meals,2009Q1,1.55,841.6666667
Class,SE901502,Ready-to-eat food,2009Q1,2.29,844.2982456
Class,SE902101,Beer,2009Q1,1.88,839.5061728
Class,SE902102,Wine,2009Q1,1.58,1049.227799
Class,SE902103,Spirits and liqueurs,2009Q1,1.24,892.3694779
Class,SE902200,Cigarettes and tobacco,2009Q1,2.21,412.1745508
Class,SE903102,Men's clothing,2009Q1,0.92,1073.875803
Class,SE903103,Women's clothing,2009Q1,1.86,986.2204724
Class,SE903104,Children's and infants' clothing,2009Q1,0.55,977.4951076
Class,SE903105,Clothing accessories,2009Q1,0.12,990.7502569
Class,SE903106,Knitting and sewing supplies,2009Q1,0.07,921.8181818
Class,SE903107,Clothing services,2009Q1,0.09,786.4651774
Class,SE903202,Men's footwear,2009Q1,0.21,1090.036014
Class,SE903203,Women's footwear,2009Q1,0.5,991.0358566
Class,SE903204,Children's and infants' footwear,2009Q1,0.09,970.8835341
Class,SE904101,Actual rentals for housing,2009Q1,7.86,847.5513428
Class,SE904201,Purchase of new housing,2009Q1,5.49,720.7667732
Class,SE904301,Property maintenance materials,2009Q1,0.69,832.326284
Class,SE904302,Property maintenance services,2009Q1,1.98,788.7811634
Class,SE904401,Water supply,2009Q1,0.25,781.9843342
Class,SE904402,Refuse disposal and recycling,2009Q1,0.13,732.0525784
Class,SE904403,Local authority rates and payments,2009Q1,2.42,682.638106
Class,SE904501,Electricity,2009Q1,3.62,777.6315789
Class,SE904502,Gas,2009Q1,0.42,866.5283541
Class,SE904503,Solid fuels,2009Q1,0.11,765.7266811
Class,SE905101,Furniture and furnishings,2009Q1,1.43,1073.275862
Class,SE905102,Carpets and other floor coverings,2009Q1,0.49,886.6782007
Class,SE905200,Household textiles,2009Q1,0.44,975.6809339
Class,SE905301,Major household appliances,2009Q1,0.93,1066.593886
Class,SE905302,Small electrical household appliances,2009Q1,0.12,1206.534422
Class,SE905303,Repair and hire of household appliances,2009Q1,0.11,880.0277393
Class,SE905400,"Glassware, tableware, and household utensils",2009Q1,0.29,964.035964
Class,SE905501,Major tools and equipment for the house and garden,2009Q1,0.26,941.2811388
Class,SE905502,Small tools and accessories for the house and garden,2009Q1,0.3,1008.96861
Class,SE905601,Cleaning products and other household supplies,2009Q1,0.68,1104.03397
Class,SE905602,Other household services,2009Q1,0.22,786.9318182
Class,SE906101,Pharmaceutical products,2009Q1,0.61,842.7419355
Class,SE906102,Other medical products,2009Q1,0.03,900.3407155
Class,SE906103,Therapeutic appliances and equipment,2009Q1,0.34,975.6326148
Class,SE906201,Medical services,2009Q1,1.99,779.7256098
Class,SE906202,Dental services,2009Q1,0.96,768.5185185
Class,SE906203,Paramedical services,2009Q1,0.41,742.8355958
Class,SE906300,Hospital services,2009Q1,0.81,774.2987606
Class,SE907101,Purchase of new motor cars,2009Q1,1.42,1078.774617
Class,SE907102,Purchase of second-hand motor cars,2009Q1,2.26,853.5262206
Class,SE907103,Purchase of motorcycles,2009Q1,0.2,1045.696068
Class,SE907104,Purchase of bicycles,2009Q1,0.07,1368.09816
Class,SE907201,Vehicle parts and accessories,2009Q1,0.81,914.2194745
Class,SE907202,Petrol,2009Q1,4.35,827.6785714
Class,SE907203,Other vehicle fuels and lubricants,2009Q1,0.37,850.4577823
Class,SE907204,Vehicle servicing and repairs,2009Q1,1.38,825.3851798
Class,SE907205,Other private transport services,2009Q1,1.16,1229.284904
Class,SE907301,Rail passenger transport,2009Q1,0.08,760.3972688
Class,SE907302,Road passenger transport,2009Q1,0.43,832.7024981
Class,SE907303,Domestic air transport,2009Q1,0.66,961.5384615
Class,SE907304,International air transport,2009Q1,1.53,1133.40935
Class,SE907305,Sea passenger transport,2009Q1,0.1,925.8943782
Class,SE908100,Postal services,2009Q1,0.16,738.3798141
Class,SE908200,Telecommunication equipment,2009Q1,0.18,6761.904762
Class,SE908300,Telecommunication services,2009Q1,2.77,1321.428571
Class,SE909101,Audio-visual equipment,2009Q1,0.85,3812.5
Class,SE909102,Computing equipment,2009Q1,0.41,2505.376344
Class,SE909103,Recording media,2009Q1,0.35,1304.597701
Class,SE909200,Major recreational and cultural equipment,2009Q1,0.38,903.3856317
Class,SE909301,"Games, toys, and hobbies",2009Q1,0.51,1270.083102
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2009Q1,0.45,1079.295154
Class,SE909303,"Plants, flowers, and gardening supplies",2009Q1,0.53,893.8053097
Class,SE909304,Pet-related products,2009Q1,0.6,801.846591
Class,SE909401,Recreational and sporting services,2009Q1,0.97,851.7110266
Class,SE909402,Cultural services,2009Q1,1.2,838.4171476
Class,SE909403,Veterinary services,2009Q1,0.23,811.9777159
Class,SE909501,Books,2009Q1,0.43,1015.397776
Class,SE909502,Newspapers and magazines,2009Q1,0.68,715.1780137
Class,SE909504,Stationery and drawing materials,2009Q1,0.27,814.9606299
Class,SE909600,Accommodation services,2009Q1,0.69,916.9329073
Class,SE909700,Package holidays,2009Q1,1.02,1213.293651
Class,SE910100,Early childhood education,2009Q1,0.25,768.8838782
Class,SE910200,Primary and secondary education,2009Q1,0.68,730.1782422
Class,SE910300,Tertiary and other post school education,2009Q1,0.86,728.2392027
Class,SE910400,Other education,2009Q1,0.04,634.3373494
Class,SE911101,Hairdressing and personal grooming services,2009Q1,0.75,826.2463343
Class,SE911102,Electrical appliances for personal care,2009Q1,0.06,1025.821596
Class,SE911103,"Other appliances, articles, and products for personal care",2009Q1,1.53,1063.016529
Class,SE911301,Jewellery and watches,2009Q1,0.38,795.6656347
Class,SE911302,Other personal effects,2009Q1,0.12,1052.972973
Class,SE911401,Life insurance,2009Q1,0.87,954.3419875
Class,SE911402,Dwelling insurance,2009Q1,0.14,366.7439166
Class,SE911403,Contents insurance,2009Q1,0.24,745.890411
Class,SE911404,Health insurance,2009Q1,0.23,529.7882816
Class,SE911405,Vehicle insurance,2009Q1,0.42,922.7642276
Class,SE911501,Credit services,2009Q1,0.61,1074.193548
Class,SE911601,Vocational services,2009Q1,0.25,832.1995465
Class,SE911602,Professional services,2009Q1,0.24,655.6712963
Class,SE911603,Real estate services,2009Q1,1.02,675.0645995
Class,SE911604,Other miscellaneous services not elsewhere classified,2009Q1,0.31,860.3311735
All groups,SE9A,All groups CPI,2009Q2,100,881.7292007
Group,SE901,Food,2009Q2,18.8,908.8145897
Group,SE902,Alcoholic beverages and tobacco,2009Q2,6.9,696.4173476
Group,SE903,Clothing and footwear,2009Q2,4.48,1018.036072
Group,SE904,Housing and household utilities,2009Q2,22.93,788.8888889
Group,SE905,Household contents and services,2009Q2,5.31,1029.880478
Group,SE906,Health,2009Q2,5.17,801.0711553
Group,SE907,Transport,2009Q2,14.84,927.1708683
Group,SE908,Communication,2009Q2,3.12,1398.868458
Group,SE909,Recreation and culture,2009Q2,9.41,1049.317943
Group,SE910,Education,2009Q2,1.82,736.2560891
Group,SE911,Miscellaneous goods and services,2009Q2,7.21,852.4590164
Subgroup,SE9011,Fruit and vegetables,2009Q2,2.56,806.1558612
Subgroup,SE9012,"Meat, poultry, and fish",2009Q2,3.25,969.7204969
Subgroup,SE9013,Grocery food,2009Q2,7.23,963.081862
Subgroup,SE9014,Non-alcoholic beverages,2009Q2,1.91,901.8691589
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2009Q2,3.85,850.6686478
Subgroup,SE9021,Alcoholic beverages,2009Q2,4.71,924.4332494
Subgroup,SE9022,Cigarettes and tobacco,2009Q2,2.19,412.1745508
Subgroup,SE9031,Clothing,2009Q2,3.67,1015.888779
Subgroup,SE9032,Footwear,2009Q2,0.81,1023.958333
Subgroup,SE9041,Actual rentals for housing,2009Q2,7.83,849.9210111
Subgroup,SE9042,Home ownership,2009Q2,5.47,722.0447284
Subgroup,SE9043,Property maintenance,2009Q2,2.66,800.1412429
Subgroup,SE9044,Property rates and related services,2009Q2,2.78,693.7962436
Subgroup,SE9045,Household energy,2009Q2,4.19,797.8793903
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2009Q2,1.93,1028.455285
Subgroup,SE9052,Household textiles,2009Q2,0.44,990.2723735
Subgroup,SE9053,Household appliances,2009Q2,1.19,1092.631579
Subgroup,SE9054,"Glassware, tableware, and household utensils",2009Q2,0.29,974.025974
Subgroup,SE9055,Tools and equipment for house and garden,2009Q2,0.58,1010.695187
Subgroup,SE9056,Other household supplies and services,2009Q2,0.89,1014.492754
Subgroup,SE9061,"Medical products, appliances, and equipment",2009Q2,0.99,898.8212181
Subgroup,SE9062,Out-patient services,2009Q2,3.37,777.0467836
Subgroup,SE9063,Hospital services,2009Q2,0.81,776.2557078
Subgroup,SE9071,Purchase of vehicles,2009Q2,4.09,980.46875
Subgroup,SE9072,Private transport supplies and services,2009Q2,8.2,904.6345811
Subgroup,SE9073,Passenger transport services,2009Q2,2.55,927.1457086
Subgroup,SE9081,Postal services,2009Q2,0.16,738.3798141
Subgroup,SE9082,Telecommunication equipment,2009Q2,0.18,6726.190476
Subgroup,SE9083,Telecommunication services,2009Q2,2.78,1332.010582
Subgroup,SE9091,Audio-visual and computing equipment,2009Q2,1.6,2688.52459
Subgroup,SE9092,Major recreational and cultural equipment,2009Q2,0.39,917.4236168
Subgroup,SE9093,Other recreational equipment and supplies,2009Q2,2.12,991.612302
Subgroup,SE9094,Recreational and cultural services,2009Q2,2.4,843.1836091
Subgroup,SE9095,"Newspapers, books, and stationery",2009Q2,1.43,851.8786127
Subgroup,SE9096,Accommodation services,2009Q2,0.64,863.4185304
Subgroup,SE9097,Package holidays,2009Q2,0.84,1003.968254
Subgroup,SE9101,Early childhood education,2009Q2,0.25,767.7564825
Subgroup,SE9102,Primary and secondary education,2009Q2,0.68,730.1782422
Subgroup,SE9103,Tertiary and other post school education,2009Q2,0.86,728.2392027
Subgroup,SE9104,Other education,2009Q2,0.04,634.3373494
Subgroup,SE9111,Personal care,2009Q2,2.36,989.8430286
Subgroup,SE9113,Personal effects,2009Q2,0.49,875.4578755
Subgroup,SE9114,Insurance,2009Q2,1.92,768.543956
Subgroup,SE9115,Credit services,2009Q2,0.61,1074.193548
Subgroup,SE9116,Other miscellaneous services,2009Q2,1.82,742.0013615
Class,SE901101,Fruit,2009Q2,1.06,886.6111467
Class,SE901102,Vegetables,2009Q2,1.5,758.8274484
Class,SE901201,Meat and poultry,2009Q2,2.79,986.677116
Class,SE901202,Fish and other seafood,2009Q2,0.46,885.5421687
Class,SE901301,Bread and cereals,2009Q2,2.18,1068.527919
Class,SE901302,"Milk, cheese, and eggs",2009Q2,1.82,899.8459168
Class,SE901303,Oils and fats,2009Q2,0.31,877.5235532
Class,SE901304,Food additives and condiments,2009Q2,0.48,988.1956155
Class,SE901305,"Confectionery, nuts, and snacks",2009Q2,1.7,936.8
Class,SE901306,Other grocery food,2009Q2,0.73,925.8662369
Class,SE901401,"Coffee, tea, and other hot drinks",2009Q2,0.38,971.8969555
Class,SE901402,"Soft drinks, waters, and juices",2009Q2,1.54,886.2042089
Class,SE901501,Restaurant meals,2009Q2,1.56,849.2424242
Class,SE901502,Ready-to-eat food,2009Q2,2.29,851.6081871
Class,SE902101,Beer,2009Q2,1.92,863.4259259
Class,SE902102,Wine,2009Q2,1.55,1035.714286
Class,SE902103,Spirits and liqueurs,2009Q2,1.23,895.5823293
Class,SE902200,Cigarettes and tobacco,2009Q2,2.19,412.1745508
Class,SE903102,Men's clothing,2009Q2,0.94,1105.995717
Class,SE903103,Women's clothing,2009Q2,1.87,997.0472441
Class,SE903104,Children's and infants' clothing,2009Q2,0.57,1008.806262
Class,SE903105,Clothing accessories,2009Q2,0.12,1004.110997
Class,SE903106,Knitting and sewing supplies,2009Q2,0.07,926.3636364
Class,SE903107,Clothing services,2009Q2,0.09,789.0932983
Class,SE903202,Men's footwear,2009Q2,0.2,1094.837935
Class,SE903203,Women's footwear,2009Q2,0.51,1017.928287
Class,SE903204,Children's and infants' footwear,2009Q2,0.09,979.9196787
Class,SE904101,Actual rentals for housing,2009Q2,7.83,849.9210111
